ages,list_price,num_reviews,piece_count,play_star_rating,review_difficulty,star_rating,theme_name,val_star_rating,country,Id
4,164.6878,19,2382,4.5,0,4.9,39,4.7,13,116
26,83.5924,51,691,4.8,0,4.7,34,4.4,1,117
16,19.4922,6,190,4.2,2,3.8,6,4.7,3,118
26,30.0,4,144,4.8,0,4.8,34,4.0,7,119
13,24.0,0,84,0.0,5,0.0,21,0.0,7,120
26,38.9922,5,330,4.0,0,4.8,39,4.2,3,121
13,12.1878,1,75,5.0,5,5.0,21,5.0,8,122
24,54.8878,6,387,4.2,2,4.7,26,4.2,8,123
18,12.1878,1,80,5.0,2,5.0,15,5.0,8,124
24,19.4922,16,208,4.4,2,4.6,26,4.4,3,125
23,18.962,1,57,5.0,0,5.0,12,5.0,1,126
19,19.4922,10,160,3.9,2,3.7,25,3.9,3,127
19,15.1924,0,119,0.0,5,0.0,17,0.0,1,128
8,213.18,53,2670,4.2,1,4.4,9,4.2,4,129
5,48.7878,14,386,4.1,0,4.4,1,3.6,14,130
23,47.952,23,375,4.4,0,4.6,25,3.9,5,131
8,402.5878,88,4867,4.8,1,4.9,38,4.8,15,132
29,85.3878,7,519,5.0,0,4.7,34,3.7,13,133
25,107.88,6,813,4.5,0,4.3,6,4.0,7,134
0,12.1524,1,141,2.0,4,4.0,4,4.0,1,135
19,30.4878,9,197,3.9,2,4.2,10,3.9,12,136
19,19.99,1,199,5.0,0,5.0,10,5.0,20,137
13,67.0878,0,150,0.0,5,0.0,21,0.0,19,138
23,42.6878,6,341,4.4,2,4.3,38,4.2,14,139
19,79.99,5,701,4.0,0,4.0,15,3.8,20,140
14,10.9678,46,1,3.2,4,2.6,7,2.5,12,141
26,67.0878,29,544,4.6,0,4.7,38,4.5,15,142
25,35.598,8,339,4.3,0,4.3,16,4.4,4,143
13,30.498,3,94,4.7,0,4.7,21,4.7,4,144
8,341.539,99,4002,4.7,1,4.8,9,4.5,9,145
19,36.5878,7,289,3.8,2,4.1,17,3.7,15,146
13,26.0971,0,115,0.0,5,0.0,21,0.0,18,147
18,12.1878,1,80,5.0,2,5.0,15,5.0,19,148
0,9.99,1,149,2.0,4,3.0,4,4.0,20,149
18,16.3229,2,249,5.0,0,5.0,17,5.0,17,150
19,43.9078,3,378,4.7,0,2.7,17,3.3,19,151
13,30.498,1,95,5.0,4,5.0,21,4.0,4,152
29,207.3878,52,2295,4.7,1,4.9,38,4.8,13,153
11,36.539,2,26,5.0,4,5.0,13,5.0,9,154
22,46.7922,3,330,4.7,2,4.3,6,4.0,3,155
13,35.598,0,85,0.0,5,0.0,21,0.0,4,156
26,20.2971,9,199,4.3,2,4.7,39,4.8,18,157
22,60.9878,13,278,4.9,2,4.5,34,4.2,15,158
26,73.1878,12,457,4.4,2,4.3,34,3.6,0,159
19,21.9478,18,124,4.5,2,4.7,37,4.6,14,160
26,27.6,12,86,4.4,2,4.5,34,4.4,7,161
15,4.8678,13,8,4.3,4,4.8,27,4.0,6,162
25,139.986,17,1124,4.8,0,4.8,17,4.5,11,163
26,19.4922,5,180,4.8,2,4.8,39,5.0,3,164
14,45.5924,2,900,3.5,5,4.5,7,4.5,1,165
29,106.3924,9,830,4.6,0,4.9,38,4.8,1,166
11,35.598,0,22,0.0,5,0.0,13,0.0,4,167
19,62.986,4,360,4.8,0,5.0,22,4.3,11,168
26,104.986,56,659,4.6,0,4.6,34,3.9,11,169
14,24.3878,8,303,4.8,2,4.9,7,4.9,10,170
2,115.9971,12,1098,4.0,0,4.8,39,4.6,18,171
0,12.432,2,108,3.5,2,5.0,4,4.0,5,172
23,10.1322,2,88,3.5,5,4.0,28,4.0,3,173
11,54.8878,0,61,0.0,5,0.0,13,0.0,19,174
23,42.6878,10,312,3.5,2,4.0,38,3.6,14,175
29,79.2878,9,554,3.9,1,4.0,34,3.8,19,176
5,79.99,14,744,3.2,1,4.6,1,4.1,20,177
0,12.1524,3,122,2.7,4,4.0,4,3.0,1,178
5,70.9929,7,597,3.7,0,4.9,1,4.4,17,179
13,36.5878,0,85,0.0,5,0.0,21,0.0,8,180
23,21.9478,3,163,5.0,2,5.0,33,5.0,2,181
23,12.1878,2,176,4.5,2,4.5,39,4.5,15,182
23,27.986,0,217,0.0,5,0.0,28,0.0,11,183
2,76.986,12,603,4.2,0,4.7,39,4.4,11,184
13,24.3878,1,110,0.0,2,4.0,21,0.0,6,185
24,41.88,0,278,0.0,5,0.0,26,0.0,7,186
11,54.8878,0,61,0.0,5,0.0,13,0.0,13,187
29,97.5878,11,1202,4.7,0,4.5,38,4.4,12,188
8,189.0878,202,2469,4.7,1,4.9,9,4.7,12,189
8,329.339,64,4163,3.7,1,4.6,9,4.6,9,190
26,18.2878,9,199,4.3,2,4.7,39,4.8,12,191
13,9.99,1,75,5.0,5,5.0,21,5.0,20,192
22,21.9478,27,174,4.5,2,4.7,8,4.7,14,193
22,37.6971,32,208,4.4,2,4.4,34,4.4,18,194
18,15.8478,2,249,5.0,0,5.0,17,5.0,6,195
2,109.7878,14,1327,4.6,1,4.6,39,4.8,0,196
26,36.539,12,86,4.4,2,4.5,34,4.4,9,197
7,260.9971,61,2028,4.6,1,4.8,29,4.3,18,198
0,13.0471,3,122,2.7,4,4.0,4,3.0,18,199
11,36.5878,0,38,0.0,5,0.0,13,0.0,8,200
24,85.3878,1,717,5.0,1,5.0,26,5.0,12,201
14,18.2878,7,221,4.3,2,4.1,7,4.3,2,202
24,97.5878,1,717,5.0,1,5.0,26,5.0,8,203
23,42.5929,6,341,4.4,2,4.3,38,4.2,17,204
22,121.939,2,577,5.0,0,5.0,5,4.0,9,205
13,42.639,0,149,0.0,5,0.0,21,0.0,9,206
19,38.9922,3,326,4.0,1,3.7,17,3.0,3,207
19,36.5878,3,378,4.7,0,2.7,17,3.3,2,208
13,36.5878,1,151,5.0,2,5.0,21,5.0,19,209
23,15.6,3,163,5.0,2,5.0,33,5.0,7,210
0,13.0471,4,126,2.0,2,5.0,4,4.5,18,211
14,6.0878,4,55,4.3,0,4.5,7,4.3,19,212
24,67.0878,1,470,5.0,0,5.0,26,5.0,14,213
23,24.3878,2,241,5.0,0,5.0,26,4.5,8,214
11,50.898,0,71,0.0,5,0.0,13,0.0,4,215
2,134.1878,79,1106,4.6,0,4.8,34,4.6,2,216
3,42.6878,0,1,0.0,5,0.0,24,0.0,15,217
22,55.986,4,402,5.0,0,5.0,17,4.5,11,218
23,24.3878,7,142,4.4,2,4.7,39,4.6,13,219
25,170.7878,3,1019,5.0,2,5.0,20,4.3,8,220
26,70.9929,3,604,4.3,1,4.0,28,4.0,17,221
23,18.2878,13,203,4.5,0,4.5,33,4.5,0,222
29,115.8878,39,863,4.2,0,4.4,34,4.4,12,223
22,91.4878,2,603,5.0,1,4.5,17,5.0,6,224
0,9.99,9,109,3.6,2,4.8,4,4.6,20,225
0,12.138,2,108,3.5,2,5.0,4,4.0,4,226
26,32.4,0,369,0.0,5,0.0,28,0.0,7,227
23,21.6,3,257,5.0,0,5.0,29,5.0,7,228
11,45.1278,3,48,5.0,4,5.0,13,5.0,12,229
19,24.3878,5,201,4.3,0,4.4,6,3.8,19,230
29,225.6878,52,2295,4.7,1,4.9,38,4.8,8,231
10,24.3878,0,29,0.0,5,0.0,13,0.0,2,232
22,30.0,27,149,4.3,2,4.5,34,4.3,7,233
19,31.1922,6,271,4.5,2,4.8,10,4.5,3,234
19,12.99,16,112,4.3,4,4.5,34,4.3,20,235
19,12.1878,9,92,4.7,2,4.7,34,4.7,0,236
19,19.5078,15,108,3.8,4,4.1,34,3.9,19,237
24,34.986,2,1,5.0,4,4.0,24,2.5,11,238
26,85.3878,8,747,4.3,0,4.5,38,4.5,14,239
29,120.6929,39,863,4.2,0,4.4,34,4.4,17,240
11,30.4878,2,26,5.0,4,5.0,13,5.0,12,241
19,29.99,2,307,5.0,0,4.5,17,4.5,20,242
13,36.539,3,94,4.7,0,4.7,21,4.7,9,243
16,15.799,40,2,4.1,4,3.9,6,2.8,9,244
16,12.0,2,88,0.0,5,5.0,6,0.0,7,245
30,97.5878,28,370,4.6,2,4.5,39,4.2,15,246
26,71.37,29,544,4.6,0,4.7,38,4.5,16,247
23,24.3878,0,217,0.0,5,0.0,28,0.0,13,248
16,9.99,2,85,5.0,2,5.0,10,5.0,20,249
22,35.0922,2,359,5.0,0,4.5,8,4.5,3,250
2,109.7878,12,1098,4.0,0,4.8,39,4.6,12,251
19,48.7878,6,271,4.5,2,4.8,10,4.5,8,252
0,33.552,33,231,4.4,2,4.6,19,4.5,5,253
0,24.3878,1,160,5.0,4,5.0,4,5.0,8,254
2,129.87,12,1098,4.0,0,4.8,39,4.6,16,255
18,32.9278,10,219,3.9,2,3.9,32,3.3,14,256
13,25.186,0,131,0.0,5,0.0,21,0.0,11,257
2,60.9878,12,603,4.2,0,4.7,39,4.4,10,258
13,35.4929,1,151,5.0,2,5.0,21,5.0,17,259
19,34.1924,1,309,5.0,2,5.0,17,5.0,1,260
22,98.5971,0,609,0.0,5,0.0,36,0.0,18,261
19,53.88,4,360,4.8,0,5.0,22,4.3,7,262
29,97.5878,6,914,4.8,0,4.8,38,4.7,8,263
19,146.3878,45,610,4.4,0,4.4,6,4.0,0,264
23,31.1922,18,306,4.5,0,4.6,10,4.3,3,265
14,6.192,3,60,2.7,2,4.7,7,5.0,5,266
26,36.5878,8,341,4.2,0,4.6,38,4.5,0,267
22,42.6878,4,345,4.5,2,4.8,34,4.3,14,268
11,32.9278,4,24,5.0,2,4.8,13,4.7,15,269
18,789.99,7,2631,4.7,2,4.6,32,3.6,20,270
8,179.88,91,2464,4.9,1,4.9,9,4.7,7,271
16,18.2878,1,126,5.0,2,5.0,6,4.0,10,272
13,10.1322,1,75,5.0,5,5.0,21,5.0,3,273
20,12.1878,0,69,0.0,5,0.0,29,0.0,10,274
26,30.3924,3,85,4.7,2,4.7,34,4.7,1,275
11,73.1878,0,104,0.0,5,0.0,13,0.0,14,276
26,79.23899999999998,19,433,4.4,0,4.7,37,4.2,9,277
23,30.439,2,241,5.0,0,5.0,26,4.5,9,278
0,12.432,1,135,1.0,4,4.0,4,3.0,5,279
7,590.58,85,4016,4.5,1,3.9,34,3.5,4,280
23,36.5878,10,312,3.5,2,4.0,38,3.6,6,281
23,48.986,5,406,5.0,0,4.8,10,4.8,11,282
0,30.4878,33,231,4.4,2,4.6,19,4.5,12,283
13,29.887,0,115,0.0,5,0.0,21,0.0,16,284
9,6.018,0,6,0.0,5,0.0,13,0.0,4,285
16,29.99,0,195,0.0,5,0.0,6,0.0,20,286
22,85.1929,2,603,5.0,1,4.5,17,5.0,17,287
23,95.88,6,267,4.7,0,4.3,12,4.0,7,288
19,128.0878,3,792,3.3,0,3.7,6,3.3,6,289
14,22.087,7,221,4.3,2,4.1,7,4.3,16,290
23,65.88,6,492,4.7,0,4.3,25,4.0,7,291
26,38.987,0,101,0.0,5,0.0,34,0.0,16,292
16,24.3878,7,174,4.3,2,4.4,6,4.2,0,293
19,15.6,13,124,4.2,2,4.8,25,4.8,7,294
19,15.6,3,102,4.0,4,4.0,34,4.3,7,295
23,18.258,0,56,0.0,5,0.0,12,0.0,4,296
16,12.1878,2,88,0.0,5,5.0,6,0.0,0,297
14,36.5878,11,484,4.6,2,4.6,7,4.7,0,298
23,18.2878,1,56,4.0,2,5.0,12,5.0,12,299
26,22.087,9,199,4.3,2,4.7,39,4.8,16,300
19,24.8429,3,188,4.0,2,4.3,34,4.0,17,301
26,71.952,24,358,4.7,2,4.6,34,3.7,5,302
3,20.298,0,7,0.0,5,0.0,24,0.0,4,303
16,38.352,2,347,4.5,4,5.0,6,5.0,5,304
5,134.1878,23,1032,3.6,0,4.6,1,4.3,15,305
22,109.7878,4,871,5.0,0,4.8,17,4.0,13,306
11,36.5878,1,37,5.0,4,5.0,13,5.0,12,307
19,12.987,0,109,0.0,5,0.0,8,0.0,16,308
26,36.5878,4,144,4.8,0,4.8,34,4.0,12,309
26,41.88,21,494,4.6,0,4.5,38,4.8,7,310
16,52.752,0,387,0.0,5,0.0,6,0.0,5,311
23,42.6878,10,312,3.5,2,4.0,38,3.6,15,312
5,86.598,83,962,3.7,0,4.5,19,4.2,4,313
0,12.0,1,135,1.0,4,4.0,4,3.0,7,314
23,30.4878,8,204,4.1,0,4.4,37,4.1,6,315
2,174.7924,18,1456,4.6,0,4.6,37,4.6,1,316
23,36.5878,10,312,3.5,2,4.0,38,3.6,12,317
19,21.9478,13,124,4.2,2,4.8,25,4.8,15,318
13,36.5878,2,116,5.0,2,4.5,21,5.0,10,319
23,36.5878,3,101,3.5,2,4.7,34,4.3,6,320
11,21.6,1,23,5.0,2,5.0,13,5.0,7,321
24,54.8878,6,387,4.2,2,4.7,26,4.2,14,322
29,85.339,9,554,3.9,1,4.0,34,3.8,9,323
19,36.5878,9,185,3.9,2,3.9,25,4.2,15,324
23,26.0971,18,233,4.6,2,4.6,38,4.5,18,325
18,32.9278,10,219,3.9,2,3.9,32,3.3,10,326
19,12.1878,2,95,4.5,2,5.0,17,5.0,6,327
19,38.352,2,307,5.0,0,4.5,17,4.5,5,328
23,30.4878,4,119,5.0,2,5.0,12,4.3,10,329
25,45.5924,10,386,3.2,0,3.8,8,3.9,1,330
23,21.6,7,142,4.4,2,4.7,39,4.6,7,331
19,27.6,10,160,3.9,2,3.7,25,3.9,7,332
26,77.87,19,433,4.4,0,4.7,37,4.2,16,333
23,30.362,4,119,5.0,2,5.0,12,4.3,1,334
19,134.1878,10,894,4.2,2,4.7,6,4.0,8,335
11,119.88,22,134,4.6,0,4.1,13,3.7,7,336
23,36.0,5,267,3.6,2,3.2,37,3.4,7,337
25,79.2878,3,585,3.3,0,3.7,17,3.7,8,338
19,26.5924,9,197,3.9,2,4.2,10,3.9,1,339
11,19.99,1,24,0.0,5,5.0,13,0.0,20,340
22,24.3878,9,205,4.5,0,4.8,8,4.3,8,341
22,36.5878,25,241,4.1,2,4.5,34,4.1,19,342
13,38.352,0,149,0.0,5,0.0,21,0.0,5,343
13,62.986,0,150,0.0,5,0.0,21,0.0,11,344
19,52.752,2,222,4.5,0,5.0,35,4.5,5,345
19,42.639,7,289,3.8,2,4.1,17,3.7,9,346
13,32.486999999999995,0,84,0.0,5,0.0,21,0.0,16,347
26,134.1878,23,1047,4.7,0,4.7,37,4.3,2,348
16,18.2878,1,127,5.0,2,5.0,6,5.0,13,349
29,65.88,9,554,3.9,1,4.0,34,3.8,7,350
13,28.3929,0,84,0.0,5,0.0,21,0.0,17,351
13,24.3878,0,115,0.0,5,0.0,21,0.0,6,352
25,40.2478,2,360,4.0,0,4.0,16,3.5,10,353
0,42.6878,4,1,3.0,1,3.5,24,4.0,19,354
11,22.386,0,32,0.0,5,0.0,13,0.0,11,355
14,34.986,11,484,4.6,2,4.6,7,4.7,11,356
23,19.5078,11,184,4.8,2,4.7,33,4.7,6,357
16,18.2878,1,126,5.0,2,5.0,6,4.0,0,358
11,77.87,11,52,4.9,2,4.7,13,4.4,16,359
2,167.952,18,1456,4.6,0,4.6,37,4.6,5,360
26,73.1878,0,569,0.0,5,0.0,28,0.0,0,361
9,6.487,0,6,0.0,5,0.0,13,0.0,16,362
7,158.5878,367,1969,4.6,1,4.9,19,4.9,15,363
13,29.99,1,172,4.0,4,4.0,21,4.0,20,364
24,59.99,1,717,5.0,1,5.0,26,5.0,20,365
29,97.5878,11,1202,4.7,0,4.5,38,4.4,12,366
19,30.3924,10,223,4.4,2,4.4,25,4.9,1,367
22,36.5878,38,282,4.5,2,4.7,34,4.7,12,368
20,12.1878,0,69,0.0,5,0.0,29,0.0,15,369
25,38.352,2,360,4.0,0,4.0,16,3.5,5,370
19,37.6971,7,289,3.8,2,4.1,17,3.7,18,371
0,12.1878,3,119,4.5,2,5.0,4,4.5,14,372
0,12.1878,1,113,5.0,2,5.0,4,5.0,13,373
10,24.3878,0,29,0.0,5,0.0,13,0.0,10,374
23,23.952,3,257,5.0,0,5.0,29,5.0,5,375
13,12.1878,3,59,4.3,2,5.0,21,4.3,2,376
19,24.3878,1,223,5.0,5,5.0,17,5.0,14,377
22,26.0971,2,145,5.0,0,5.0,16,3.5,18,378
16,25.398000000000003,7,174,4.3,2,4.4,6,4.2,4,379
25,115.9971,17,1124,4.8,0,4.8,17,4.5,18,380
26,68.3924,6,366,3.7,0,4.0,37,3.0,1,381
13,22.386,2,95,2.5,2,3.0,21,3.0,11,382
24,26.0971,16,208,4.4,2,4.6,26,4.4,18,383
11,53.88,11,52,4.9,2,4.7,13,4.4,7,384
23,48.7878,13,375,4.7,2,4.8,25,4.7,8,385
19,36.5878,1,309,5.0,2,5.0,17,5.0,14,386
16,48.7878,10,169,4.3,4,4.1,6,3.6,10,387
24,121.9878,7,729,4.0,0,4.1,26,3.7,14,388
29,115.152,13,955,4.1,0,3.7,10,3.0,5,389
19,21.899,5,102,4.2,4,4.2,34,4.4,9,390
29,139.986,4,1053,4.0,0,4.0,37,3.8,11,391
8,95.88,134,1077,4.4,0,4.7,9,4.5,7,392
19,9.99,11,91,4.5,2,4.5,34,4.5,20,393
22,30.439,1,225,5.0,2,4.0,8,4.0,9,394
2,121.5924,8,1005,4.1,0,4.4,39,4.1,1,395
8,365.9878,88,4867,4.8,1,4.9,38,4.8,19,396
16,42.6878,8,257,4.2,0,3.9,6,3.8,2,397
26,21.9478,2,171,5.0,1,5.0,39,5.0,15,398
19,24.3878,0,210,0.0,5,0.0,17,0.0,6,399
14,7.0929,3,60,2.7,2,4.7,7,5.0,17,400
26,40.752,8,341,4.2,0,4.6,38,4.5,5,401
19,99.3929,3,585,4.3,1,4.3,15,3.3,17,402
16,48.7878,16,337,3.6,2,3.3,6,2.7,13,403
5,73.1878,7,597,3.7,0,4.9,1,4.4,13,404
23,19.4922,12,221,4.1,2,4.2,29,3.8,3,405
23,28.3929,2,198,4.0,5,4.5,37,4.0,17,406
5,65.88,7,597,3.7,0,4.9,1,4.4,7,407
22,60.9878,2,289,3.0,2,3.5,14,2.5,13,408
25,56.7929,4,422,4.0,0,4.8,8,4.3,17,409
9,24.3878,5,23,5.0,2,5.0,13,4.8,15,410
12,3.0378,180,1,4.0,4,4.8,7,4.6,15,411
25,42.6878,10,386,3.2,0,3.8,8,3.9,6,412
16,7.3078,5,53,3.8,2,3.6,6,4.2,10,413
0,12.1878,3,101,4.0,0,4.7,4,4.5,19,414
0,12.1878,4,126,2.0,2,5.0,4,4.5,14,415
16,9.99,1,79,5.0,4,4.0,25,5.0,20,416
11,30.0,3,28,4.3,0,4.3,13,3.3,7,417
23,15.6,12,196,4.5,2,4.6,33,4.4,7,418
13,12.1524,0,73,0.0,5,0.0,21,0.0,1,419
5,329.3878,11,2863,4.3,1,4.5,26,4.2,19,420
0,12.0,1,149,2.0,4,3.0,4,4.0,7,421
18,607.9924,8,2455,3.7,0,3.4,32,2.9,1,422
25,73.1878,11,728,3.2,0,3.4,8,3.2,13,423
10,11.6922,3,12,5.0,4,5.0,13,4.7,3,424
26,30.4878,3,85,4.7,2,4.7,34,4.7,10,425
16,65.88,9,561,3.9,2,3.3,6,3.6,7,426
0,24.3878,1,240,3.0,2,5.0,4,5.0,8,427
2,116.9922,18,1166,4.6,0,4.8,39,4.8,3,428
5,83.5924,142,898,3.9,0,3.8,9,3.7,1,429
19,22.087,6,99,4.6,4,5.0,34,4.4,16,430
29,109.99,23,780,4.7,0,4.6,34,4.0,20,431
23,48.7878,4,391,5.0,0,4.8,33,4.8,12,432
29,65.88,8,876,4.7,0,5.0,38,4.6,7,433
23,24.3878,3,257,5.0,0,5.0,29,5.0,10,434
0,30.439,2,234,3.0,2,5.0,4,4.0,9,435
11,73.1878,0,98,0.0,5,0.0,13,0.0,2,436
16,72.4971,9,561,3.9,2,3.3,6,3.6,18,437
11,60.9878,0,71,0.0,5,0.0,13,0.0,8,438
7,304.98,19,3444,4.9,1,5.0,37,4.9,4,439
26,48.7878,3,506,5.0,0,5.0,28,5.0,13,440
29,24.99,12,169,3.6,2,4.1,34,3.9,20,441
7,341.5878,19,3444,4.9,1,5.0,37,4.9,10,442
16,25.186,11,214,4.5,2,4.5,6,4.1,11,443
15,3.1122,22,8,4.3,4,4.3,27,4.1,3,444
11,24.3878,2,39,5.0,0,5.0,13,5.0,19,445
22,60.8971,3,426,4.7,0,5.0,6,4.7,18,446
23,19.99,19,201,4.1,2,4.6,37,4.4,20,447
11,36.0,0,120,0.0,5,0.0,13,0.0,7,448
22,103.87,0,609,0.0,5,0.0,36,0.0,16,449
13,35.598,1,151,5.0,2,5.0,21,5.0,4,450
